Survived,Pclass,Age,SibSp,Parch,Fare,Sex_encoded,Embarked_encoded
1,3,-0.9326716851279566,4,2,-0.5127209762321193,0,2
0,3,-0.27409134164047116,2,0,-0.4986052563866088,1,2
0,2,0.1649622206845191,0,0,-0.46343558151728603,1,2
0,3,-1.0058472788487882,5,2,0.2332589301797751,0,2
0,2,-0.6399693102446298,0,0,0.7423818425737814,1,2
0,3,-0.27409134164047116,1,0,-0.38775235519441464,1,0
1,3,0.1649622206845191,0,0,0.416922149832046,1,2
0,3,-0.3472669353613029,0,0,-0.5179844649880725,1,2
1,2,-2.1159210355938054,0,2,-0.10934633793498846,1,2
1,3,0.01861103324285567,0,0,-0.4256341622699867,0,2
0,3,-0.5667937165237981,0,0,-0.49214552018612095,1,2
1,3,-0.054564560477976046,0,0,-0.48257554062984265,1,2
1,3,-0.0034062115737360094,0,0,-0.5153527206100958,0,1
0,1,-0.12774015419880777,0,0,0.23708692200228648,1,2
1,2,-0.9326716851279566,0,0,-0.46343558151728603,0,2
1,3,0.2381378144053508,3,0,-0.36103680026510804,0,2
0,3,-1.0058472788487882,1,3,-0.006469057704996609,1,2
1,1,-0.4936181228029663,3,2,4.3694040944032615,0,2
0,3,-0.4204425290821346,0,0,-0.5103284813430498,1,2
0,3,-0.054564560477976046,0,0,-0.5103284813430498,1,2
0,3,-0.7131449039654615,0,0,-0.5140760853372883,1,2
0,1,1.189420532776163,1,0,0.5064818465115208,1,2
0,3,-0.27409134164047116,1,2,-0.270600493458278,1,2
0,3,2.1407032511469755,0,0,-0.5256404486330951,1,2
0,1,3.0188103757969555,0,0,-0.0011251811207707418,1,0
1,1,-0.4936181228029663,0,1,0.5482701192419658,1,0
1,2,0.3113134081261825,0,1,-0.2241860926103282,0,2
0,2,0.3113134081261825,1,0,-0.16676621527265834,1,2
0,3,-0.12774015419880777,0,0,-0.5132798630382059,0,2
0,1,-0.6399693102446298,0,1,0.8148744377125895,1,2
0,3,0.2381378144053508,0,0,-0.4987641180472431,1,2
0,3,0.5308401892886777,2,0,-0.5127209762321193,1,2
0,3,-0.12774015419880777,0,0,-0.5132798630382059,1,2
1,3,-0.6399693102446298,0,0,-0.5179844649880725,0,2
1,3,-0.0034062115737360094,0,0,-0.5155919700990028,1,2
0,3,0.6040157830095094,0,0,-0.5132798630382059,1,2
1,3,-0.0034062115737360094,1,0,-0.20217513963088812,0,1
0,1,1.2625961264969947,0,0,0.33087272165381393,1,2
0,3,-1.1156106694300358,1,0,-0.38775235519441464,0,0
0,3,-0.5667937165237981,0,0,-0.5103284813430498,1,2
0,3,-0.7131449039654615,1,0,-0.4763550539182618,0,2
0,3,-0.9326716851279566,0,0,-0.3876738813620531,0,0
0,3,-0.6399693102446298,0,0,-0.5127209762321193,1,2
0,3,2.9822225789365397,0,0,-0.5160704690768168,1,1
0,2,-0.054564560477976046,1,0,-0.26246601083544147,1,2
0,1,-0.4204425290821346,0,1,4.073132839308175,1,0
0,3,-2.0303055909404324,4,2,-0.06580293095392217,0,2
0,2,-0.6399693102446298,2,0,0.7423818425737814,1,2
0,2,0.20155001754493496,1,0,-0.08885126971726287,1,0
1,2,0.20155001754493496,0,0,-0.4155856837358945,0,2
0,1,1.7748252825428168,0,1,0.8148744377125895,1,2
1,3,-1.298549653732115,1,0,-0.44923947384350277,1,0
0,3,-0.0034062115737360094,0,0,-0.5160704690768168,1,1
1,3,-0.4204425290821346,0,0,-0.5277133062049849,1,2
1,3,-0.0034062115737360094,1,1,-0.23646820437285582,0,0
0,3,1.1162449390553313,0,0,-0.5309039373890481,1,2
0,3,0.2381378144053508,0,0,-0.5132798630382059,1,0
0,3,-0.7131449039654615,0,0,-0.5294684404556064,1,2
0,3,1.2625961264969947,1,0,-0.3868757450670595,0,2
0,2,-0.3472669353613029,0,0,-0.4155856837358945,1,2
0,2,-0.4936181228029663,0,0,-0.37642915538342614,1,0
1,1,-0.7863204976862932,0,2,-0.16134386485607105,0,2
0,1,0.5308401892886777,1,0,0.3519266766776262,1,2
0,3,-1.0058472788487882,0,0,-0.48799789104642993,1,2
0,1,-0.4204425290821346,0,0,0.8514796095153542,1,0
0,3,-0.0034062115737360094,0,2,-0.3726011635609148,0,0
1,3,-0.5667937165237981,0,0,-0.5160704690768168,0,2
1,3,-0.4204425290821346,1,0,-0.36103680026510804,0,2
0,3,-0.7863204976862932,0,0,-0.5352104281893734,1,1
0,2,-0.8594960914071249,0,0,-0.4442956224047294,1,2
0,2,-0.7863204976862932,1,1,0.03898834518732538,1,2
1,3,-0.20091574791963948,0,0,-0.5151938589494617,1,2
0,3,-1.5180764348946103,2,2,-0.006469057704996609,0,2
0,2,0.4942523924282618,0,2,-0.16676621527265834,1,2
0,2,0.8967181578928363,0,0,-0.4155856837358945,1,2
0,2,1.5552985013803216,0,0,-0.42467716431435887,1,2
1,1,-0.5667937165237981,1,0,0.6103161246971405,0,2
0,3,1.8845886731240644,0,0,-0.5103284813430498,1,2
0,3,0.7869547673115886,0,2,-0.3868757450670595,1,2
0,3,-0.0034062115737360094,0,0,-0.5244442011885603,1,2
0,1,1.5552985013803216,0,1,0.510390226162305,1,0
1,3,-1.0058472788487882,0,0,-0.5163901063939964,0,1
0,3,0.01861103324285567,0,0,-0.5103284813430498,1,2
0,3,-0.0034062115737360094,0,0,-0.4986052563866088,1,2
0,3,-0.0034062115737360094,8,2,0.6667790040791827,1,2
0,3,1.0430693453344997,0,1,-0.3562518104869689,1,2
1,2,0.7503669704511728,0,0,-0.3629507961763638,0,2
0,3,-0.27409134164047116,0,0,-0.5155919700990028,1,2
0,3,-0.9326716851279566,0,0,-0.4986052563866088,1,2
0,3,-2.103481184661264,4,1,0.09521197508046046,1,2
1,3,-1.5180764348946103,0,2,-0.2715574914139059,1,2
1,1,-0.0034062115737360094,0,1,0.3882925989914838,0,2
0,3,1.1162449390553313,1,4,-0.1304002929588008,0,2
0,1,-0.0034062115737360094,0,0,-0.16820171220610008,1,2
0,3,-0.12774015419880777,0,0,0.416922149832046,1,2
0,1,2.2870544385886387,0,0,-0.023216521928483655,1,2
0,3,-1.883954403498769,4,1,-0.10695384304591889,1,1
1,3,-2.103481184661264,1,1,-0.45131424541130394,0,2
0,1,1.9211764699844802,0,0,-0.07688879527191497,1,0
0,3,-0.8594960914071249,1,1,-0.5140760853372883,1,2
0,3,-0.0034062115737360094,3,1,-0.1769735554673848,1,2
0,1,1.48212290765949,0,0,-0.11484907617984852,0,0
0,2,0.01861103324285567,0,0,-0.4155856837358945,1,2
0,3,0.45766459556784594,0,0,-0.6644051521991305,1,2
0,3,-0.0034062115737360094,8,2,0.6667790040791827,0,2
0,2,-0.0034062115737360094,0,0,-0.3763487675551534,1,0
0,3,-1.5180764348946103,4,2,-0.06364968555375954,1,2
1,2,-2.103481184661264,2,1,0.08205325319057778,1,2
1,3,-1.883954403498769,0,2,-0.24284755274507094,0,2
0,1,-0.0034062115737360094,0,0,0.29259280342870064,1,2
1,3,-0.0034062115737360094,1,0,-0.3677357859545029,0,1
1,1,1.1162449390553313,0,0,-0.1562392377607522,1,2
0,3,0.7503669704511728,1,1,-0.3677357859545029,1,1
0,3,0.45766459556784594,0,0,-0.5132798630382059,1,2
1,2,0.1649622206845191,0,0,-0.4155856837358945,0,2
0,2,-0.7863204976862932,0,0,-0.4155856837358945,1,2
1,3,-0.7863204976862932,1,0,-0.5140760853372883,0,2
1,2,-1.9571299972196006,1,1,-0.16676621527265834,1,2
1,1,1.0430693453344997,0,0,-0.13383017363177088,0,0
1,1,2.067527657426144,0,0,2.1399969689399563,0,0
0,3,0.8967181578928363,0,1,-0.5035491078253822,1,2
0,2,-0.4204425290821346,0,0,-0.4155856837358945,0,2
0,3,-0.12774015419880777,0,0,-0.48257554062984265,1,2
0,3,0.3113134081261825,0,0,-0.5400758057957853,1,2
0,3,1.1528327359157473,0,0,-0.5261189476109089,1,0
1,3,-0.8594960914071249,0,0,-0.5103284813430498,1,2
0,3,-2.0303055909404324,0,1,-0.46415332998400693,0,2
0,3,0.1649622206845191,1,0,-0.36103680026510804,1,2
1,3,-0.27409134164047116,0,0,-0.304813170371973,1,0
1,3,-1.0058472788487882,0,0,-0.5160704690768168,0,1
1,1,0.7503669704511728,0,0,-0.07106641970987522,1,0
0,3,-0.4204425290821346,0,0,-0.5294684404556064,1,2
1,2,0.38448900184701423,0,0,-0.26246601083544147,0,2
0,3,-0.5667937165237981,0,0,-0.5256404486330951,1,2
0,3,-0.0034062115737360094,1,0,-0.5160704690768168,1,1
1,1,0.09178662696368738,1,0,1.5036737162757212,0,0
1,3,-0.20091574791963948,0,0,-0.5127209762321193,0,2
0,2,0.8967181578928363,1,0,-0.14762625616010172,1,2
1,1,0.1649622206845191,0,0,0.7958148664283058,0,0
0,2,0.01861103324285567,0,0,-0.46343558151728603,1,2
1,3,-1.0058472788487882,0,0,-0.5103284813430498,1,2
0,2,-0.20091574791963948,0,0,-0.4155856837358945,1,2
0,3,1.5552985013803216,0,0,-0.5103284813430498,1,2
1,1,0.6040157830095094,1,0,1.0581911679309657,1,2
0,3,-0.5667937165237981,0,0,-0.48544653449672615,1,2
1,2,-0.7863204976862932,0,0,-0.46343558151728603,1,2
0,3,-0.6765571071050456,0,0,-0.5256404486330951,1,2
0,2,-0.8594960914071249,0,0,-0.4155856837358945,1,2
0,3,-0.0034062115737360094,3,1,-0.1769735554673848,0,2
1,1,0.38448900184701423,1,0,0.9333029347215336,0,2
0,3,-0.054564560477976046,0,0,-0.5155919700990028,1,2
0,2,2.1407032511469755,0,0,-0.40601570417961613,1,2
1,3,-1.8107788097779371,4,2,-0.06364968555375954,0,2
0,2,-0.4204425290821346,0,0,-0.46343558151728603,1,2
0,3,-0.0034062115737360094,0,0,-0.519898460899328,0,2
0,2,1.0430693453344997,1,0,-0.16676621527265834,1,2
1,2,-1.5912520286154421,0,2,-0.16198122549451918,0,2
0,2,-0.7863204976862932,0,0,-0.46343558151728603,1,2
0,2,0.2381378144053508,0,0,-0.42946215409249805,1,2
0,3,-0.0034062115737360094,1,0,-0.38775235519441464,0,0
0,2,-0.054564560477976046,0,0,-0.46343558151728603,1,2
0,3,-0.5667937165237981,0,0,-0.5280329435221647,1,2
0,3,0.01861103324285567,0,0,-0.5261189476109089,1,0
0,1,1.0430693453344997,2,0,1.0581911679309657,1,1
0,3,-0.3472669353613029,0,0,-0.5155919700990028,0,2
1,2,-0.4204425290821346,0,2,-0.3868757450670595,0,2
1,1,0.5308401892886777,1,1,0.3414800869939928,1,2
0,2,1.7748252825428168,1,0,-0.16676621527265834,1,2
0,3,-0.0034062115737360094,0,0,-0.5256404486330951,1,2
0,3,-0.054564560477976046,1,1,-0.46415332998400693,0,2
0,1,2.3602300323094703,0,0,-0.1562392377607522,1,2
0,3,0.01861103324285567,1,0,-0.3562518104869689,1,2
0,3,0.8235425641720046,0,2,-0.27753872863657986,0,2
1,3,-0.054564560477976046,0,2,-0.3726011635609148,0,0
1,1,-0.0034062115737360094,0,0,0.8514796095153542,0,0
1,1,0.01861103324285567,0,0,0.9912013110370175,0,2
1,1,0.38448900184701423,0,0,9.141554787969715,0,0
1,2,1.48212290765949,0,1,-0.16676621527265834,0,2
1,3,-1.9571299972196006,4,2,-0.06364968555375954,1,2
0,1,1.6284740951011534,1,1,0.8600925911160047,1,2
0,1,0.7503669704511728,0,0,-0.6644051521991305,1,2
0,3,-0.0034062115737360094,0,0,-0.5160704690768168,0,1
0,2,0.45766459556784594,0,0,-0.46343558151728603,1,2
0,3,-1.0058472788487882,4,1,0.09521197508046046,1,2
1,3,-0.3472669353613029,1,0,-0.5155919700990028,1,2
1,1,2.067527657426144,0,1,2.2728608231115905,0,2
1,1,0.38448900184701423,0,0,1.9316106641019957,0,2
0,1,-0.0034062115737360094,0,0,-0.07106641970987522,1,2
1,3,-0.3472669353613029,0,0,-0.6644051521991305,1,2
1,2,0.8235425641720046,0,1,-0.2911759495042764,0,2
0,1,0.5308401892886777,0,1,-0.09594836655619884,1,0
1,1,2.433405626030302,1,0,0.8277135222852924,0,2
0,3,1.1162449390553313,0,0,-0.5160704690768168,0,2
0,2,-0.0034062115737360094,0,0,-0.6644051521991305,1,2
0,3,-1.6644276223362737,4,1,-0.10695384304591889,1,1
1,3,0.38448900184701423,1,1,-0.27682098016985895,0,2
0,3,2.5797568134719655,0,0,-0.5160704690768168,1,1
0,3,-0.12774015419880777,0,0,-0.5140760853372883,1,2
0,3,-1.0058472788487882,0,0,-0.48257554062984265,1,2
1,3,-0.7863204976862932,0,0,-0.5103284813430498,1,2
0,1,-0.0034062115737360094,0,0,-0.16676621527265834,1,2
0,3,0.2381378144053508,0,0,-0.4986052563866088,1,0
1,3,0.01861103324285567,0,0,-0.48257554062984265,1,2
0,3,-0.5667937165237981,0,0,-0.5132798630382059,1,2
1,2,0.8967181578928363,0,0,-0.4155856837358945,1,2
1,3,-0.5667937165237981,0,0,-0.5160704690768168,0,1
1,1,-0.27409134164047116,0,0,0.8447806238259592,0,2
1,1,-0.7863204976862932,1,0,1.0788470118052367,0,0
0,2,0.45766459556784594,0,0,-0.41797817862496406,1,0
0,3,-0.4204425290821346,0,0,-0.49501651405300445,0,2
0,3,-0.4204425290821346,0,0,-0.5132798630382059,1,2
0,3,-0.45703032594255044,0,0,-0.5260385597826363,1,0
0,1,-2.0303055909404324,1,2,2.2362556513088263,0,2
1,1,-0.0034062115737360094,0,0,-0.08063639926615353,1,2
1,1,1.48212290765949,0,1,4.073132839308175,0,0
1,3,-0.0034062115737360094,2,0,-0.21940110283218905,1,1
0,3,-0.7863204976862932,0,0,-0.6644051521991305,1,2
1,2,-0.0034062115737360094,0,0,-0.42802665715905625,0,1
1,1,-2.1093352321589305,1,2,2.2362556513088263,1,2
1,1,-0.0034062115737360094,0,0,1.4578966760662195,0,0
1,1,-0.9326716851279566,1,0,1.419936395158286,0,0
0,2,0.01861103324285567,1,0,-0.2050461334977716,1,0
1,1,0.01861103324285567,0,0,0.42521740811142805,0,0
1,1,-0.4204425290821346,0,0,0.9272413096705869,0,0
1,1,-0.8594960914071249,2,2,4.357441619957914,0,0
0,2,-0.27409134164047116,1,1,-0.16676621527265834,0,2
0,2,0.969893751613668,1,1,-0.16198122549451918,1,2
1,3,-0.27409134164047116,0,0,-0.5140760853372883,0,2
1,2,-0.4204425290821346,1,0,-0.16676621527265834,0,2
0,2,1.7748252825428168,0,0,-0.3964457246233378,1,2
1,1,0.09178662696368738,0,2,2.491136744823009,0,2
1,1,0.7503669704511728,1,1,1.9099193484397354,0,0
0,3,-0.20091574791963948,0,0,-0.5132798630382059,1,2
1,2,0.01861103324285567,0,0,-0.42802665715905625,0,1
1,2,-0.5667937165237981,1,1,-0.10934633793498846,0,2
1,1,0.45766459556784594,0,0,1.9316106641019957,0,0
0,3,2.2870544385886387,0,0,-0.5450196572345586,1,2
1,2,0.45766459556784594,0,0,-0.4155856837358945,0,2
1,3,0.09178662696368738,1,1,-0.2715574914139059,0,2
1,1,-1.0058472788487882,0,1,0.4453143651796125,0,0
1,3,-0.0034062115737360094,2,0,-0.21940110283218905,0,1
0,1,1.1528327359157473,0,0,-0.11891631749126678,1,2
0,1,0.6040157830095094,0,1,2.2728608231115905,1,2
0,3,-1.0058472788487882,2,0,-0.31988588817311137,1,2
1,1,-0.0034062115737360094,1,0,1.8936503831940625,0,2
0,1,-0.054564560477976046,1,0,0.6103161246971405,1,2
1,1,0.8235425641720046,0,0,1.9099193484397354,0,0
1,3,1.1162449390553313,0,0,-0.5103284813430498,1,2
0,1,1.1162449390553313,0,0,0.015063396296629594,1,2
1,2,-2.0303055909404324,1,1,-0.16676621527265834,1,2
1,1,-0.4204425290821346,3,2,4.3694040944032615,0,2
0,2,-0.12774015419880777,0,0,-0.4155856837358945,1,2
0,2,0.45766459556784594,0,0,-0.4155856837358945,1,2
1,2,-0.4204425290821346,0,0,-0.4155856837358945,0,2
1,2,0.7503669704511728,0,0,-0.4155856837358945,0,2
1,3,-0.0034062115737360094,1,0,-0.3562518104869689,0,2
1,3,-1.9571299972196006,1,1,-0.3600798023094803,1,2
0,3,0.8967181578928363,0,0,-0.4986052563866088,1,2
0,3,-0.4936181228029663,0,0,-0.4878390293857957,1,2
0,1,-0.0034062115737360094,0,0,0.005493416740351281,1,2
0,3,-1.07902287256962,1,1,-0.5260385597826363,1,0
0,3,-0.3472669353613029,1,0,-0.3237138799956227,1,2
1,1,-0.5667937165237981,0,1,0.3882925989914838,0,2
0,2,0.6040157830095094,0,0,-0.4155856837358945,0,2
0,3,0.7503669704511728,1,4,-0.1304002929588008,1,2
0,2,-0.054564560477976046,1,0,-0.13383017363177088,1,0
0,3,1.1162449390553313,0,1,-0.38775235519441464,0,0
0,3,0.38448900184701423,0,0,-0.5294684404556064,1,2
0,3,0.01861103324285567,0,0,-0.5256404486330951,1,2
1,1,2.213878844867807,1,0,0.7758767710207555,0,0
1,3,-0.0034062115737360094,0,0,-0.5260385597826363,0,0
1,1,-0.4204425290821346,0,0,0.6619940143010434,0,0
1,1,-0.3472669353613029,1,0,0.3967467189315,1,0
0,3,-0.8594960914071249,1,0,-0.5400758057957853,1,2
0,3,-0.7863204976862932,0,0,-0.5103284813430498,1,2
0,1,-0.5667937165237981,0,0,1.9316106641019957,1,0
0,3,-1.9571299972196006,3,1,-0.2610305139019997,0,2
1,1,-0.0034062115737360094,1,0,0.9083406000469373,0,0
1,3,-0.5667937165237981,0,0,-0.5256404486330951,0,2
0,1,-0.20091574791963948,0,2,3.3836962001065958,1,0
0,3,-0.7131449039654615,0,0,-0.5876060662599971,1,0
0,3,-0.7863204976862932,0,0,-0.5155919700990028,1,2
1,1,0.8967181578928363,0,0,3.6904140448853155,0,0
1,3,-2.103481184661264,0,2,-0.36310965783699795,0,0
0,3,0.1649622206845191,0,0,-0.5127209762321193,1,2
1,1,0.38448900184701423,1,0,0.33087272165381393,0,2
0,2,-0.8594960914071249,0,0,0.7423818425737814,1,2
0,3,-2.103481184661264,5,2,0.2332589301797751,1,2
0,3,-0.0034062115737360094,0,0,-0.516468580226358,1,1
1,2,-0.9326716851279566,0,0,-0.4347256428484511,0,0
1,1,0.45766459556784594,1,2,1.6323899413076643,1,2
1,3,-0.6399693102446298,0,0,-0.5151938589494617,1,2
0,3,-0.12774015419880777,2,0,-0.5127209762321193,1,2
1,1,-0.4936181228029663,1,0,1.5036737162757212,0,0
1,3,-0.4204425290821346,0,2,-0.344767835019435,0,2
0,3,-0.5667937165237981,0,0,-0.5151938589494617,1,2
0,3,0.09178662696368738,0,0,-0.5140760853372883,0,2
0,2,1.189420532776163,0,0,-0.16676621527265834,1,2
0,2,-0.4936181228029663,0,0,-0.46343558151728603,1,2
1,2,-0.12774015419880777,0,0,-0.4222846694252893,0,2
1,3,0.6771913767303411,0,0,-0.5127209762321193,1,2
0,3,-0.27409134164047116,0,0,-0.5103284813430498,1,2
0,3,-0.6399693102446298,1,0,-0.4763550539182618,0,2
0,3,-0.12774015419880777,1,0,-0.36103680026510804,1,2
0,3,-0.7131449039654615,0,0,-0.4986052563866088,0,2
0,2,0.3113134081261825,1,0,-0.26246601083544147,1,2
0,3,1.5552985013803216,0,0,-0.5160704690768168,1,2
1,2,-1.9571299972196006,1,1,-0.3055309188386939,1,2
0,3,-0.6399693102446298,0,0,-0.5155919700990028,1,2
0,3,-0.0034062115737360094,0,0,-0.5331375706174835,1,1
1,1,0.2381378144053508,1,0,1.0581911679309657,0,1
1,3,1.0430693453344997,0,0,-0.5127209762321193,1,2
0,3,-0.0034062115737360094,0,0,-0.5103284813430498,0,2
1,2,0.3113134081261825,1,1,-0.042356481041040284,0,2
1,2,-0.8594960914071249,0,2,-0.4155856837358945,0,2
0,3,-1.4449008411737787,0,2,-0.20217513963088812,0,2
0,3,-0.6399693102446298,0,0,-0.5163901063939964,1,1
0,3,-0.054564560477976046,0,0,-0.5136779741877472,1,2
0,3,-0.12774015419880777,1,1,-0.3887897409783152,0,2
0,3,-0.8594960914071249,1,1,-0.27753872863657986,1,2
1,2,-0.12774015419880777,1,0,-0.16676621527265834,0,2
1,2,-0.7863204976862932,0,0,-0.16676621527265834,0,2
1,3,0.1649622206845191,0,0,-0.5103284813430498,1,2
1,1,-0.12774015419880777,0,0,-0.1562392377607522,1,2
1,2,0.8967181578928363,1,0,-0.16676621527265834,0,2
0,3,-0.9326716851279566,0,0,-0.5280329435221647,1,2
0,1,1.48212290765949,1,0,0.4055185621927847,1,2
1,1,-1.1521984662904516,1,2,1.6323899413076643,0,2
0,3,-0.6399693102446298,2,2,-0.006469057704996609,0,2
1,2,-0.4204425290821346,2,3,-0.3055309188386939,0,2
0,1,2.5065812197511335,1,4,4.3694040944032615,1,2
0,2,0.09178662696368738,0,0,-0.46343558151728603,1,2
1,2,1.1162449390553313,1,1,-0.16198122549451918,0,2
0,3,-0.7131449039654615,0,0,-0.48257554062984265,1,2
0,3,-0.3472669353613029,1,0,-0.5155919700990028,1,2
1,2,-0.12774015419880777,0,0,-0.4155856837358945,0,2
1,3,-0.0034062115737360094,0,0,-0.5091322338985149,1,2
1,1,-1.883954403498769,0,2,0.9023593628242634,1,2
1,2,-1.2253740600112835,0,1,-0.2911759495042764,0,2
1,1,0.3113134081261825,0,0,-0.1562392377607522,1,2
1,3,-1.8107788097779371,2,1,-0.29580207762178135,0,0
1,1,1.6284740951011534,0,0,-0.08063639926615353,1,2
0,2,0.45766459556784594,1,2,-0.13327128682568426,1,2
0,3,-0.0034062115737360094,1,0,-0.28224333058644624,1,2
0,1,0.01861103324285567,0,0,-0.13327128682568426,1,0
1,1,1.4089473139386581,1,0,1.0410455925579376,1,0
1,3,-0.054564560477976046,0,0,-0.5132798630382059,1,0
0,1,2.5797568134719655,0,0,-0.1562392377607522,1,2
1,1,-0.0034062115737360094,1,0,0.32824097727583734,0,2
1,2,1.48212290765949,0,0,-0.46343558151728603,0,2
1,1,1.3357717202178265,0,0,-0.1562392377607522,1,2
0,3,0.3113134081261825,0,0,-0.5103284813430498,1,2
0,1,1.2625961264969947,0,0,0.07248327363429947,1,2
0,2,1.3357717202178265,0,0,-0.4155856837358945,1,2
0,3,0.6040157830095094,0,0,-0.5294684404556064,1,2
0,1,1.9211764699844802,0,0,-0.1562392377607522,1,2
0,3,-0.0034062115737360094,0,0,-0.5165489680546307,1,1
1,3,-2.121775083091472,2,1,-0.29580207762178135,0,0
0,3,0.6040157830095094,0,0,-0.4986052563866088,1,2
1,2,0.2381378144053508,1,2,-0.13327128682568426,0,2
1,2,-0.4936181228029663,0,0,-0.4004325781064834,0,0
0,3,-0.5667937165237981,0,0,-0.4761158044293548,0,2
0,1,-0.0034062115737360094,0,0,0.33087272165381393,1,2
0,3,-0.054564560477976046,1,0,-0.5295488282838792,1,2
0,3,-0.5667937165237981,0,0,-0.5204573477054147,1,2
1,3,-2.0303055909404324,0,1,-0.429222904603591,0,2
0,3,-1.5180764348946103,5,2,0.2332589301797751,1,2
0,3,1.48212290765949,0,0,-0.5103284813430498,1,2
1,3,2.433405626030302,0,0,-0.480900794207494,0,2
1,1,-0.3472669353613029,1,0,1.0788470118052367,1,0
1,1,0.38448900184701423,1,0,1.0581911679309657,0,2
0,1,2.067527657426144,0,0,-0.09594836655619884,1,0
1,3,-1.5180764348946103,1,1,-0.3600798023094803,1,2
0,3,-0.6399693102446298,0,0,-0.5256404486330951,1,2
0,1,1.8480008762636484,0,0,-0.08063639926615353,1,2
0,1,3.0188103757969555,0,0,0.283103211700695,1,0
